country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
India,IND,2021-01-16,191181.0,191181.0,,191181.0,191181.0,0.01,0.01,,139.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-17,224301.0,224301.0,,33120.0,112150.0,0.02,0.02,,81.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-18,454049.0,454049.0,,229748.0,151350.0,0.03,0.03,,110.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-19,674835.0,674835.0,,220786.0,168709.0,0.05,0.05,,122.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-20,806484.0,806484.0,,131649.0,161297.0,0.06,0.06,,117.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-21,1043534.0,1043534.0,,237050.0,173922.0,0.08,0.08,,126.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-22,1390592.0,1390592.0,,347058.0,198656.0,0.1,0.1,,144.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-23,1582201.0,1582201.0,,191609.0,198717.0,0.11,0.11,,144.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-24,1615504.0,1615504.0,,33303.0,198743.0,0.12,0.12,,144.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-25,2023809.0,2023809.0,,408305.0,224251.0,0.15,0.15,,163.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-26,2029480.0,2029480.0,,5671.0,193521.0,0.15,0.15,,140.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-27,2355979.0,2355979.0,,326499.0,221356.0,0.17,0.17,,160.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-28,2928053.0,2928053.0,,572074.0,269217.0,0.21,0.21,,195.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-29,3500027.0,3500027.0,,571974.0,301348.0,0.25,0.25,,218.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-30,3744334.0,3744334.0,,244307.0,308876.0,0.27,0.27,,224.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-01-31,3758843.0,3758843.0,,14509.0,306191.0,0.27,0.27,,222.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-01,3950156.0,3950156.0,,191313.0,275192.0,0.29,0.29,,199.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-02,4138918.0,4138918.0,,188762.0,301348.0,0.3,0.3,,218.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-03,4449552.0,4449552.0,,310634.0,299082.0,0.32,0.32,,217.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-04,4959445.0,4959445.0,,509893.0,290199.0,0.36,0.36,,210.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-05,5416849.0,5416849.0,,457404.0,273832.0,0.39,0.39,,198.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-06,5775322.0,5775322.0,,358473.0,290141.0,0.42,0.42,,210.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-07,5812362.0,5812362.0,,37040.0,293360.0,0.42,0.42,,213.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-08,6259008.0,6259008.0,,446646.0,329836.0,0.45,0.45,,239.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-09,6611561.0,6611561.0,,352553.0,353235.0,0.48,0.48,,256.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-10,7017114.0,7017114.0,,405553.0,366795.0,0.51,0.51,,266.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-11,7505010.0,7505010.0,,487896.0,363652.0,0.54,0.54,,264.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-12,7967647.0,7967647.0,,462637.0,364400.0,0.58,0.58,,264.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-13,8052454.0,8044786.0,7668.0,84807.0,325305.0,0.58,0.58,0.0,236.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-14,,,,,353179.0,,,,256.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-15,8516771.0,8418653.0,98118.0,,322538.0,0.62,0.61,0.01,234.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-16,8857341.0,8641002.0,216339.0,340570.0,320826.0,0.64,0.63,0.02,232.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-17,9186757.0,8844641.0,342116.0,329416.0,309949.0,0.67,0.64,0.02,225.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-18,9846523.0,9381591.0,464932.0,659766.0,334502.0,0.71,0.68,0.03,242.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-19,10449942.0,9693000.0,756942.0,603419.0,354614.0,0.76,0.7,0.05,257.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-20,10838323.0,9964383.0,873940.0,388381.0,397981.0,0.79,0.72,0.06,288.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-21,11085173.0,10124531.0,960642.0,246850.0,400080.0,0.8,0.73,0.07,290.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-22,11424094.0,10308552.0,1115542.0,338921.0,415332.0,0.83,0.75,0.08,301.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-23,11907392.0,10585757.0,1321635.0,483298.0,435722.0,0.86,0.77,0.1,316.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,IND,2021-02-24,12366633.0,10884879.0,1481754.0,459241.0,454268.0,0.9,0.79,0.11,329.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
Indonesia,IDN,2021-01-12,0.0,,,,,0.0,,,,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-13,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-14,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-15,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-16,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-17,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-18,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-19,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-20,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-21,,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-22,132000.0,,,,13200.0,0.05,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-23,,,,,12546.0,,,,46.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-24,149242.0,,,,11892.0,0.05,,,43.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-25,161959.0,,,12717.0,11823.0,0.06,,,43.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-26,245685.0,,,83726.0,21898.0,0.09,,,80.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-27,308003.0,,,62318.0,28915.0,0.11,,,106.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-28,373786.0,368318.0,5468.0,65783.0,36427.0,0.14,0.13,0.0,133.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-29,416299.0,405012.0,11287.0,42513.0,40614.0,0.15,0.15,0.0,148.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-30,502955.0,482145.0,20810.0,86656.0,51762.0,0.18,0.18,0.01,189.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-01-31,515681.0,493133.0,22548.0,12726.0,52348.0,0.19,0.18,0.01,191.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-01,574938.0,539532.0,35406.0,59257.0,58997.0,0.21,0.2,0.01,216.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-02,648259.0,596260.0,51999.0,73321.0,57511.0,0.24,0.22,0.02,210.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-03,717647.0,646026.0,71621.0,69388.0,58521.0,0.26,0.24,0.03,214.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-04,796819.0,700266.0,96553.0,79172.0,60433.0,0.29,0.26,0.04,221.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-05,865609.0,744884.0,120725.0,68790.0,64187.0,0.32,0.27,0.04,235.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-06,914303.0,777096.0,137207.0,48694.0,58764.0,0.33,0.28,0.05,215.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-07,923449.0,784318.0,139131.0,9146.0,58253.0,0.34,0.29,0.05,213.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-08,985855.0,814585.0,171270.0,62406.0,58702.0,0.36,0.3,0.06,215.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-09,1066860.0,845407.0,221453.0,81005.0,59800.0,0.39,0.31,0.08,219.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-10,1248797.0,969546.0,279251.0,181937.0,75879.0,0.46,0.35,0.1,277.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-11,1362791.0,1017186.0,345605.0,113994.0,80853.0,0.5,0.37,0.13,296.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-12,,,,,79099.0,,,,289.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-13,1475812.0,1060326.0,415486.0,,80216.0,0.54,0.39,0.15,293.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-14,1494325.0,1068747.0,425578.0,18513.0,81554.0,0.55,0.39,0.16,298.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-15,1578720.0,1096095.0,482625.0,84395.0,84695.0,0.58,0.4,0.18,310.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-16,1658110.0,1120963.0,537147.0,79390.0,84464.0,0.61,0.41,0.2,309.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-17,1747267.0,1149939.0,597328.0,89157.0,71210.0,0.64,0.42,0.22,260.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-18,1787976.0,1164144.0,623832.0,40709.0,60741.0,0.65,0.43,0.23,222.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-19,,,,,64721.0,,,,237.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-20,1956725.0,1224091.0,732634.0,,68702.0,0.72,0.45,0.27,251.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-21,,,,,70969.0,,,,259.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-22,,,,,63824.0,,,,233.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-23,2059871.0,1269905.0,789966.0,,57394.0,0.75,0.46,0.29,210.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2021-02-24,2188788.0,1363138.0,825650.0,128917.0,63074.0,0.8,0.5,0.3,231.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Iran,IRN,2021-02-08,0.0,0.0,,,,0.0,0.0,,,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-09,3000.0,3000.0,,3000.0,3000.0,0.0,0.0,,36.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-10,,,,,1938.0,,,,23.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-11,,,,,1583.0,,,,19.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-12,,,,,1406.0,,,,17.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-13,,,,,1300.0,,,,15.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-14,,,,,1229.0,,,,15.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-15,,,,,1179.0,,,,14.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-16,,,,,875.0,,,,10.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2021-02-17,10000.0,10000.0,,,875.0,0.01,0.01,,10.0,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Ireland,IRL,2020-12-31,1800.0,,,,,0.04,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-01,,,,,550.0,,,,111.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-02,,,,,550.0,,,,111.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-03,,,,,550.0,,,,111.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-04,4000.0,,,,550.0,0.08,,,111.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-05,,,,,1194.0,,,,242.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-06,,,,,1624.0,,,,329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-07,15314.0,,,,1931.0,0.31,,,391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-08,,,,,3028.0,,,,613.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-09,,,,,4124.0,,,,835.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-10,40000.0,,,,5221.0,0.81,,,1057.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-11,,,,,6919.0,,,,1401.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-12,,,,,8157.0,,,,1652.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-13,77303.0,,,,9394.0,1.57,,,1902.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-14,,,,,9452.0,,,,1914.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-15,,,,,8873.0,,,,1797.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-16,,,,,8293.0,,,,1679.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-17,94000.0,,,,7714.0,1.9,,,1562.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-18,,,,,7267.0,,,,1472.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-19,,,,,6819.0,,,,1381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-20,121900.0,,,,6371.0,2.47,,,1290.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-21,,,,,6528.0,,,,1322.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-22,,,,,6686.0,,,,1354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-23,,,,,6843.0,,,,1386.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-24,143000.0,,,,7000.0,2.9,,,1418.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-25,,,,,6552.0,,,,1327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-26,,,,,6105.0,,,,1236.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-27,161500.0,147700.0,13800.0,,5657.0,3.27,2.99,0.28,1146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-28,,,,,6271.0,,,,1270.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-29,,,,,6886.0,,,,1395.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-30,,,,,7500.0,,,,1519.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-01-31,199800.0,150500.0,49300.0,,8114.0,4.05,3.05,1.0,1643.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-01,,,,,8118.0,,,,1644.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-02,,,,,8122.0,,,,1645.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-03,,,,,8126.0,,,,1646.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-04,,,,,7643.0,,,,1548.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-05,230766.0,151212.0,79554.0,,7159.0,4.67,3.06,1.61,1450.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-06,,,,,6486.0,,,,1314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-07,240487.0,153654.0,86833.0,,5812.0,4.87,3.11,1.76,1177.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-08,243353.0,154900.0,88453.0,2866.0,5337.0,4.93,3.14,1.79,1081.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-09,248284.0,158904.0,89380.0,4931.0,5157.0,5.03,3.22,1.81,1044.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-10,256681.0,166863.0,89818.0,8397.0,5472.0,5.2,3.38,1.82,1108.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-11,261073.0,171239.0,89834.0,4392.0,5214.0,5.29,3.47,1.82,1056.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-12,265237.0,175238.0,89999.0,4164.0,4924.0,5.37,3.55,1.82,997.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-13,268551.0,176926.0,91625.0,3314.0,4704.0,5.44,3.58,1.86,953.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-14,271942.0,180192.0,91750.0,3391.0,4494.0,5.51,3.65,1.86,910.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-15,280581.0,182193.0,98388.0,8639.0,5318.0,5.68,3.69,1.99,1077.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-16,293752.0,187893.0,105859.0,13171.0,6495.0,5.95,3.81,2.14,1315.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-17,310900.0,197609.0,113291.0,17148.0,7746.0,6.3,4.0,2.29,1569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
